x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20,label
0.706566333770752,0.8228079080581665,-4.285662384972966e-07,0.6878318190574646,0.8232738375663757,-0.015946492552757263,0.6728761792182922,0.8222081661224365,-0.03511936590075493,0.6696698069572449,0.8321068286895752,-0.054626062512397766,0.6719417572021484,0.8443130254745483,-0.07422062754631042,0.6655991673469543,0.7409479022026062,-0.03541377931833267,0.6614415645599365,0.7812203168869019,-0.05744847655296326,0.6628732085227966,0.8333377242088318,-0.07150745391845703,0.6672610640525818,0.8722324371337891,-0.07906719297170639,0.6910379528999329,0.7358694076538086,-0.03866157308220863,0.6884050965309143,0.7939475774765015,-0.058304402977228165,0.6847571134567261,0.8518884778022766,-0.06564339995384216,0.6836119890213013,0.8945637941360474,-0.0686439648270607,0.7182254791259766,0.7455655336380005,-0.04211688041687012,0.7170082926750183,0.8069700598716736,-0.06345042586326599,0.7133290767669678,0.8625569939613342,-0.061741311103105545,0.7132681012153625,0.9045732617378235,-0.05632684752345085,0.7468644380569458,0.7649109959602356,-0.04677276313304901,0.7507946491241455,0.8144330382347107,-0.06208950653672218,0.7431795001029968,0.8583465218544006,-0.0572366863489151,0.7399832010269165,0.8901926875114441,-0.0496094711124897,right
0.712258517742157,0.7629823684692383,-3.892382096637448e-07,0.6808691620826721,0.7659556269645691,-0.02697533182799816,0.6507555842399597,0.7521829009056091,-0.05068811774253845,0.6307975649833679,0.7311421036720276,-0.07079080492258072,0.6180416941642761,0.704200029373169,-0.08999504894018173,0.6660476922988892,0.7244580984115601,-0.06380373239517212,0.6493929028511047,0.7633882761001587,-0.09383448213338852,0.6471034288406372,0.8101789951324463,-0.10945379734039307,0.6493556499481201,0.8445923328399658,-0.11742395162582397,0.6955736875534058,0.7304900288581848,-0.06290946155786514,0.679746150970459,0.7882902026176453,-0.09465065598487854,0.6734321117401123,0.84055095911026,-0.10280308872461319,0.6707903146743774,0.8769705295562744,-0.10604976862668991,0.7240490913391113,0.7422294020652771,-0.06219913437962532,0.7095957398414612,0.7987138628959656,-0.09444838017225266,0.7026327848434448,0.8480089902877808,-0.09287197887897491,0.6993883848190308,0.8832231163978577,-0.08743295818567276,0.7496086955070496,0.7590354084968567,-0.06317095458507538,0.7442504167556763,0.8059550523757935,-0.08911186456680298,0.7350846529006958,0.8455287218093872,-0.08847538381814957,0.7311282157897949,0.8722354173660278,-0.08390536159276962,right
0.5828717947006226,0.5391692519187927,-5.086928354103293e-07,0.6730260252952576,0.45615142583847046,0.005239757243543863,0.7143968343734741,0.3718949556350708,0.00014986310270614922,0.7457709908485413,0.28584805130958557,-0.0066743213683366776,0.7826796174049377,0.23857718706130981,-0.013532563112676144,0.6253089308738708,0.22677698731422424,-0.013179311528801918,0.615497350692749,0.1821041703224182,-0.010756446048617363,0.6257601976394653,0.23954042792320251,-0.012269308790564537,0.6318821310997009,0.283565491437912,-0.01564890332520008,0.5578905344009399,0.2409607172012329,-0.020118312910199165,0.5628450512886047,0.2144782394170761,-0.007776298094540834,0.5752020478248596,0.26724880933761597,-0.003944670781493187,0.5833054184913635,0.3092961311340332,-0.00717515591531992,0.5011680126190186,0.2811245918273926,-0.02365569770336151,0.5115711688995361,0.2643212080001831,-0.010937373153865337,0.5252222418785095,0.30775004625320435,-0.0031619949731975794,0.5330390334129333,0.3486674427986145,-0.004419898614287376,0.45498085021972656,0.3301171660423279,-0.026849405840039253,0.4676077961921692,0.3197612166404724,-0.016049832105636597,0.4840199947357178,0.3566302955150604,-0.0022121479269117117,0.49518707394599915,0.39011284708976746,0.0068900794722139835,right
0.5796619057655334,0.5770083665847778,-1.862559031451383e-07,0.6677943468093872,0.4780070185661316,0.0030228171963244677,0.7118170857429504,0.38401472568511963,-0.005513072479516268,0.742671012878418,0.2930496037006378,-0.015529596246778965,0.776940107345581,0.23845350742340088,-0.02470187470316887,0.62458336353302,0.23507164418697357,-0.008678009733557701,0.6350423097610474,0.20104411244392395,-0.011795947328209877,0.6409594416618347,0.2620052099227905,-0.021403208374977112,0.6355820894241333,0.3076206147670746,-0.030144527554512024,0.5560681223869324,0.2498323917388916,-0.01564827188849449,0.5760373473167419,0.22542209923267365,-0.0062577794305980206,0.5874922871589661,0.27501174807548523,-0.0073411609046161175,0.586207389831543,0.31922590732574463,-0.013771801255643368,0.49919188022613525,0.2902669310569763,-0.0200900137424469,0.5230595469474792,0.27014315128326416,-0.008711140602827072,0.5359430313110352,0.3101499676704407,-0.001734662801027298,0.5366694927215576,0.3530550003051758,-0.003069129539653659,0.45373353362083435,0.34135106205940247,-0.024581247940659523,0.47633323073387146,0.32705941796302795,-0.015733903273940086,0.4926748275756836,0.362732857465744,-0.0022635427303612232,0.4977559447288513,0.39701810479164124,0.007520051673054695,right
0.5637664198875427,0.5975466966629028,-1.3392005371315463e-07,0.6521363854408264,0.507091224193573,0.00013925171515438706,0.7015708088874817,0.4149476885795593,-0.007713442202657461,0.7331452369689941,0.32163697481155396,-0.016350965946912766,0.7720691561698914,0.2682551145553589,-0.023955663666129112,0.6152069568634033,0.26074087619781494,-0.006543230265378952,0.6201346516609192,0.22397229075431824,-0.005030214786529541,0.6254745125770569,0.2811289429664612,-0.010429591871798038,0.6242277026176453,0.3257429599761963,-0.01673925295472145,0.5458272099494934,0.27129998803138733,-0.011184346862137318,0.5626603960990906,0.24784623086452484,0.0013548183487728238,0.5723615884780884,0.29769858717918396,0.0007803752087056637,0.5721155405044556,0.34183308482170105,-0.005498754791915417,0.48804032802581787,0.3078758716583252,-0.013400286436080933,0.5108944773674011,0.2916308641433716,-0.0010251242201775312,0.520012378692627,0.3325291872024536,0.003990771248936653,0.5198635458946228,0.37549033761024475,0.0013317515840753913,0.44067156314849854,0.35321709513664246,-0.015751773491501808,0.4642525613307953,0.3397921919822693,-0.0076097724959254265,0.47783908247947693,0.3779447078704834,0.0037047332152724266,0.4827764630317688,0.41256725788116455,0.012207552790641785,right
0.5519521236419678,0.6257086992263794,-1.6375544475977222e-07,0.6409882307052612,0.5349003076553345,0.0013772076927125454,0.6920435428619385,0.4394201934337616,-0.006018377840518951,0.7256080508232117,0.3441697061061859,-0.01432322058826685,0.7655518054962158,0.2906532287597656,-0.021679552271962166,0.6078007221221924,0.28555089235305786,-0.007548228837549686,0.6134710907936096,0.2459278106689453,-0.0072316559962928295,0.61811763048172,0.3041200637817383,-0.013224632479250431,0.616797685623169,0.34987810254096985,-0.019667571410536766,0.5374850034713745,0.2939816117286682,-0.01239085104316473,0.553013801574707,0.27449262142181396,0.0004246828320901841,0.5622190237045288,0.3265256881713867,0.0006031219381839037,0.5625396370887756,0.3696095645427704,-0.005326330196112394,0.4787735939025879,0.3307023346424103,-0.014684665016829967,0.4981219470500946,0.3206164836883545,-0.0017167653422802687,0.5085331201553345,0.3623250722885132,0.003161359578371048,0.5102654695510864,0.40497010946273804,0.00010144988482352346,0.43099915981292725,0.37787044048309326,-0.016933539882302284,0.4506928324699402,0.37758275866508484,-0.008317018859088421,0.4652422070503235,0.41532379388809204,0.0021512461826205254,0.47132810950279236,0.4481840133666992,0.009964028373360634,right
0.5555898547172546,0.6415328979492188,-9.804841027971634e-08,0.6401166319847107,0.5478960871696472,0.0031705908477306366,0.6880079507827759,0.45544368028640747,-0.004018436186015606,0.7214579582214355,0.36313074827194214,-0.012098601087927818,0.7621375918388367,0.3111869692802429,-0.019349809736013412,0.6023389101028442,0.3003087639808655,-0.006941693369299173,0.6034848690032959,0.26327019929885864,-0.0027158113662153482,0.6096251010894775,0.32021257281303406,-0.005811314098536968,0.6111457943916321,0.36395978927612305,-0.010648622177541256,0.5336861610412598,0.30731168389320374,-0.012305079028010368,0.5457833409309387,0.2857472002506256,0.004620181396603584,0.5555247068405151,0.3362032473087311,0.00744835939258337,0.5583261251449585,0.3792167007923126,0.0027476290706545115,0.47540849447250366,0.34310948848724365,-0.014638873748481274,0.4906829595565796,0.3314180374145508,0.0014407593989744782,0.5019648671150208,0.37315309047698975,0.00806292612105608,0.5067078471183777,0.4165443778038025,0.005671595223248005,0.42727139592170715,0.3891674876213074,-0.01680147834122181,0.44276756048202515,0.3839236795902252,-0.005962264724075794,0.45811107754707336,0.42083215713500977,0.006365168374031782,0.4668620824813843,0.45399194955825806,0.01529458723962307,right
0.5460258722305298,0.6546052098274231,-9.024659419765158e-08,0.6313737630844116,0.5660020112991333,0.0009841379942372441,0.6819989085197449,0.4731624722480774,-0.006452824454754591,0.7162518501281738,0.37932753562927246,-0.014307258650660515,0.7587282657623291,0.3259940445423126,-0.020510654896497726,0.5951055288314819,0.31780683994293213,-0.0029816424939781427,0.6042945981025696,0.2779664993286133,0.0015930620720610023,0.6097808480262756,0.3356500566005707,-0.0015293657779693604,0.6078602075576782,0.37944597005844116,-0.006021248642355204,0.5263413190841675,0.3228435516357422,-0.0063879285007715225,0.5453376770019531,0.29761165380477905,0.011343477293848991,0.5556883811950684,0.3480927646160126,0.014212829060852528,0.5558998584747314,0.3894975781440735,0.009909276850521564,0.4685814082622528,0.35578733682632446,-0.007372179999947548,0.48989683389663696,0.3400776982307434,0.009098912589251995,0.5022286176681519,0.3823511004447937,0.01559920608997345,0.504601001739502,0.42553308606147766,0.013680474832654,0.4215783178806305,0.3986207842826843,-0.008308862335979939,0.44178253412246704,0.387625128030777,0.003989014308899641,0.45564109086990356,0.42506036162376404,0.01712067797780037,0.4603124260902405,0.45899373292922974,0.026687534525990486,right
0.5414732694625854,0.6619996428489685,-1.1226513407791572e-07,0.6277610659599304,0.5745866298675537,0.0005851445021107793,0.6776576042175293,0.4848681092262268,-0.007388690020889044,0.7101887464523315,0.3930303156375885,-0.01651277020573616,0.7540696859359741,0.3398006558418274,-0.024150118231773376,0.5922130346298218,0.32616522908210754,-0.0007447003736160696,0.6026790738105774,0.2927539050579071,0.0018533669644966722,0.6061644554138184,0.350382924079895,-0.002864740090444684,0.6030495166778564,0.3960190713405609,-0.008316943421959877,0.5243303179740906,0.3300192356109619,-0.004844808951020241,0.5419085621833801,0.31724685430526733,0.011071995832026005,0.5507320761680603,0.36833998560905457,0.012113464064896107,0.5510653853416443,0.4086940288543701,0.006619755644351244,0.46611061692237854,0.3627963066101074,-0.006999755743891001,0.4853062033653259,0.3559032082557678,0.00681330356746912,0.4976122975349426,0.3985302448272705,0.011744296178221703,0.5010533332824707,0.4406660199165344,0.009184850379824638,0.4172247052192688,0.40647369623184204,-0.009146500378847122,0.43490302562713623,0.40437161922454834,0.00039182230830192566,0.45037010312080383,0.4419953227043152,0.011818993836641312,0.45654207468032837,0.47511282563209534,0.020662715658545494,right
0.5346369743347168,0.6727496981620789,-1.5806325848188862e-07,0.6209706664085388,0.5852718353271484,0.004108882509171963,0.669222891330719,0.49646076560020447,-0.0011368660489097238,0.7012583613395691,0.4046482443809509,-0.007843656465411186,0.7452132105827332,0.35126668214797974,-0.013141412287950516,0.5869347453117371,0.336624413728714,0.006085812579840422,0.5951000452041626,0.30990296602249146,0.013051528483629227,0.5983129739761353,0.36920350790023804,0.010536988265812397,0.5956798791885376,0.4150908887386322,0.0061672404408454895,0.519717276096344,0.33697181940078735,0.0016599463997408748,0.5378886461257935,0.33131879568099976,0.02111004665493965,0.5453603863716125,0.38469478487968445,0.022379567846655846,0.5449684858322144,0.42666199803352356,0.016850901767611504,0.4618919789791107,0.3667184114456177,-0.0003140566113870591,0.48312142491340637,0.36132562160491943,0.016952939331531525,0.4947282075881958,0.4053889214992523,0.022260859608650208,0.49756550788879395,0.44887420535087585,0.01951535977423191,0.4130966365337372,0.4088042974472046,-0.0020268920343369246,0.431806743144989,0.404889851808548,0.010086817666888237,0.44632214307785034,0.4430709481239319,0.022625429555773735,0.451463907957077,0.4772038459777832,0.03214068338274956,right
